    #theta              beta_x             alpha_x              beta_y             alpha_y
     292.5060000         1.263595596         1.031456287         3.945266453       -0.8273674710
     292.5917500         1.249413631         1.010247656         3.956540878       -0.7956905096
     292.6775000         1.235540641        0.9899255849         3.967371448       -0.7657776829
     292.7632500         1.221964134        0.9703672801         3.977782167       -0.7373602158
     292.8490000         1.208673709        0.9513983613         3.987791886       -0.7099754734
     292.9347500         1.195661669        0.9328055899         3.997411879       -0.6829999932
     293.0205000         1.182920138        0.9148301027         4.006655126       -0.6573128325
     293.1062500         1.170440111        0.8973993133         4.015539520       -0.6327564029
     293.1920000         1.158215215        0.8802096643         4.024075029       -0.6083476275
     293.2777500         1.146239823        0.8634597517         4.032269824       -0.5848180150
     293.3635000         1.134507172        0.8471215400         4.040136817       -0.5621333697
     293.4492500         1.123012143        0.8309881490         4.047683922       -0.5396076253
     293.5350000         1.111751048        0.8150612930         4.054914514       -0.5172711060
     293.6207500         1.100719285        0.7994767801         4.061835797       -0.4956587015
     293.7065000         1.089912087        0.7841271853         4.068456173       -0.4744171757
     293.7922500         1.079326087        0.7689191955         4.074779384       -0.4532238415
     293.8780000         1.068957706        0.7539808757         4.080810414       -0.4325890752
     293.9637500         1.058803360        0.7391889623         4.086554728       -0.4120778131
     294.0495000         1.048860555        0.7245098030         4.092014031       -0.3915780759
     294.1352500         1.039127092        0.7099370268         4.097189166       -0.3710783809
     294.2210000         1.029600125        0.6955757739         4.102083858       -0.3510191969
     294.3067500         1.020276470        0.6813737679         4.106703577       -0.3312220787
     294.3925000         1.011153327        0.6673304285         4.111052703       -0.3117098245
     294.4782500         1.002227913        0.6534469164         4.115135943       -0.2925127941
     294.5640000        0.9934974353        0.6397265341         4.118958442       -0.2736707358
     294.6497500        0.9849590519        0.6261769336         4.122525976       -0.2552424320
     294.7355000        0.9766104752        0.6127114421         4.125842409       -0.2368903508
     294.8212500        0.9684493353        0.5994313580         4.128912335       -0.2190650503
     294.9070000        0.9604724703        0.5863563426         4.131744123       -0.2018817866
     294.9927500        0.9526765487        0.5734952245         4.134347356       -0.1854118105
     295.0785000        0.9450582079        0.5608470507         4.136732252       -0.1696841038
     295.1642500        0.9376141037        0.5484133299         4.138909437       -0.1547370766
     295.2500000        0.9303411315        0.5361601875         4.140888945       -0.1404500973
     295.3687500        0.9205460568        0.5195183891         4.143323472       -0.1219272178
     295.4875000        0.9110642278        0.5033751532         4.145431504       -0.1054801028
     295.6062500        0.9018869271        0.4875637328         4.147245941       -0.9043312414E-01
     295.7250000        0.8930071339        0.4720753902         4.148793303       -0.7678668799E-01
     295.8437500        0.8844175747        0.4569540068         4.150102309       -0.6479008330E-01
     295.9625000        0.8761108063        0.4421816665         4.151203548       -0.5440738044E-01
     296.0812500        0.8680800045        0.4277165509         4.152125686       -0.4547740499E-01
     296.2000000        0.8603194156        0.4134913931         4.152893073       -0.3770228570E-01
     296.3187500        0.8528237906        0.3995248991         4.153528233       -0.3118979839E-01
     296.4375000        0.8455878469        0.3858077671         4.154054427       -0.2591858767E-01
     296.5562500        0.8386077265        0.3722004724         4.154488400       -0.2120849234E-01
     296.6750000        0.8318808601        0.3587071843         4.154840756       -0.1707633115E-01
     296.7937500        0.8254042858        0.3453704905         4.155124270       -0.1374473534E-01
     296.9125000        0.8191756840        0.3320821515         4.155348755       -0.1067112276E-01
     297.0312500        0.8131936438        0.3188550272         4.155519519       -0.7910530199E-02
     297.1500000        0.8074563369        0.3057249056         4.155644074       -0.5648767208E-02
     297.2687500        0.8019622251        0.2926274502         4.155728622       -0.3559177446E-02
     297.3875000        0.7967102441        0.2795780522         4.155777010       -0.1712626758E-02
     297.5062500        0.7916990080        0.2665989707         4.155794798       -0.2260999699E-03
     297.6250000        0.7869269219        0.2536930487         4.155788807        0.8792417571E-03
     297.7437500        0.7823929290        0.2408011258         4.155763166        0.1917266602E-02
     297.8625000        0.7780963200        0.2279463918         4.155720222        0.2767820180E-02
     297.9812500        0.7740360585        0.2151432603         4.155664160        0.3350117454E-02
     298.1000000        0.7702113285        0.2023551083         4.155598112        0.3859424892E-02
     298.2187500        0.7666215325        0.1895963651         4.155524109        0.4220648262E-02
     298.3375000        0.7632658999        0.1768731470         4.155445189        0.4398143504E-02
     298.4562500        0.7601436233        0.1641848610         4.155364720        0.4391830925E-02
     298.5750000        0.7572542381        0.1514962068         4.155284280        0.4396608616E-02
     298.6937500        0.7545974006        0.1388305939         4.155204847        0.4283467827E-02
     298.8125000        0.7521725723        0.1261872777         4.155128563        0.4053795476E-02
     298.9312500        0.7499793953        0.1135485906         4.155056665        0.3805393538E-02
     299.0500000        0.7480176120        0.1009225024         4.154989893        0.3494395632E-02
     299.1687500        0.7462868914        0.8831027337E-01     4.154929473        0.3111692056E-02
     299.2875000        0.7447869926        0.7570201806E-01     4.154876222        0.2711295723E-02
     299.4062500        0.7435177429        0.6310136064E-01     4.154830636        0.2273853239E-02
     299.5250000        0.7424789479        0.5050818080E-01     4.154793402        0.1798378819E-02
     299.6437500        0.7416704281        0.3792213369E-01     4.154765210        0.1285047907E-02
     299.7625000        0.7410920859        0.2533572965E-01     4.154746360        0.7766462613E-03
     299.8812500        0.7407438761        0.1275185883E-01     4.154736920        0.2559433787E-03
     300.0000000        0.7406257396        0.1702257458E-03     4.154737115       -0.2772676532E-03
     300.1187500        0.7407376511       -0.1241140570E-01     4.154747060       -0.8104721588E-03
     300.2375000        0.7410796358       -0.2499527074E-01     4.154766639       -0.1331160232E-02
     300.3562500        0.7416517525       -0.3758166479E-01     4.154795628       -0.1839538721E-02
     300.4750000        0.7424540463       -0.5016769866E-01     4.154833959       -0.2352833202E-02
     300.5937500        0.7434866147       -0.6276086083E-01     4.154881332       -0.2828262493E-02
     300.7125000        0.7447496369       -0.7536149603E-01     4.154937057       -0.3265650857E-02
     300.8312500        0.7462433071       -0.8796972449E-01     4.155000447       -0.3665983431E-02
     300.9500000        0.7479677980       -0.1005819230         4.155071005       -0.4048609216E-02
     301.0687500        0.7499233502       -0.1132079753         4.155147915       -0.4359519169E-02
     301.1875000        0.7521102945       -0.1258466210         4.155229951       -0.4607822091E-02
     301.3062500        0.7545288883       -0.1384898920         4.155316371       -0.4837380414E-02
     301.4250000        0.7571794893       -0.1511554528         4.155405942       -0.4950394841E-02
     301.5437500        0.7600626358       -0.1638440476         4.155496517       -0.4945477536E-02
     301.6625000        0.7631786713       -0.1765322711         4.155587122       -0.4951631056E-02
     301.7812500        0.7665280601       -0.1892554172         4.155676177       -0.4773961507E-02
     301.9000000        0.7701116093       -0.2020140790         4.155760314       -0.4412545041E-02
     302.0187500        0.7739300894       -0.2148021406         4.155836494       -0.3903022556E-02
     302.1375000        0.7779840975       -0.2276051758         4.155902687       -0.3320484055E-02
     302.2562500        0.7822744493       -0.2404598008         4.155955760       -0.2469659249E-02
     302.3750000        0.7868021810       -0.2533516048         4.155991528       -0.1431329202E-02
     302.4937500        0.7915680014       -0.2662574025         4.156007643       -0.3256456255E-03
     302.6125000        0.7965729671       -0.2792363432         4.155999976        0.1161271292E-02
     302.7312500        0.8018186725       -0.2922855837         4.155961706        0.3008263775E-02
     302.8500000        0.8073065031       -0.3053828693         4.155887270        0.5098349508E-02
     302.9687500        0.8130375230       -0.3185128122         4.155772823        0.7360664936E-02
     303.0875000        0.8190132696       -0.3317397331         4.155612159        0.1012187336E-01
     303.2062500        0.8252355710       -0.3450278506         4.155397768        0.1319615961E-01
     303.3250000        0.8317058373       -0.3583643064         4.155124339        0.1652848221E-01
     303.4437500        0.8384263875       -0.3718573116         4.154782061        0.2066144049E-01
     303.5625000        0.8454001825       -0.3854642847         4.154358155        0.2537238780E-01
     303.6812500        0.8526297906       -0.3991810570         4.153842018        0.3064451283E-01
     303.8000000        0.8601190687       -0.4131471174         4.153216904        0.3715802375E-01
     303.9187500        0.8678732975       -0.4273717640         4.152459549        0.4493429606E-01
     304.0375000        0.8758977246       -0.4418362983         4.151547427        0.5386558275E-01
     304.1562500        0.8841981017       -0.4566079686         4.150456186        0.6424979306E-01
     304.2750000        0.8927812513       -0.4717285796         4.149157155        0.7624812648E-01
     304.3937500        0.9016546140       -0.4872160337         4.147619743        0.8989650175E-01
     304.5125000        0.9108254608       -0.5030264587         4.145815226        0.1049456265
     304.6312500        0.9203008103       -0.5191685866         4.143717083        0.1213951021
     304.7500000        0.9300893770       -0.5358091130         4.141292407        0.1399206172
     304.8357500        0.9373576301       -0.5480612534         4.139319988        0.1542096452
     304.9215000        0.9447969977       -0.5604939055         4.137149869        0.1691588363
     305.0072500        0.9524105831       -0.5731409324         4.134772015        0.1848888328
     305.0930000        0.9602017294       -0.5860008251         4.132175797        0.2013612271
     305.1787500        0.9681737978       -0.5990745366         4.129350997        0.2185470428
     305.2645000        0.9763301187       -0.6123532402         4.126288031        0.2363750272
     305.3502500        0.9846738529       -0.6258172808         4.122978526        0.2547299203
     305.4360000        0.9932073693       -0.6393653898         4.119417889        0.2731611195
     305.5217500         1.001932954       -0.6530842126         4.115602253        0.2920061869
     305.6075000         1.010853450       -0.6669660989         4.111525842        0.3112063350
     305.6932500         1.019971647       -0.6810077466         4.107183508        0.3307218115
     305.7790000         1.029290326       -0.6952079959         4.102570545        0.3505222580
     305.8647500         1.038812289       -0.7095674281         4.097682570        0.3705848802
     305.9505000         1.048540716       -0.7241383031         4.092514112        0.3910881455
     306.0362500         1.058478453       -0.7388155088         4.087061444        0.4115915180
     306.1220000         1.068627699       -0.7536054215         4.081323724        0.4321065091
     306.2077500         1.078990946       -0.7685416827         4.075299243        0.4527451099
     306.2935000         1.089571776       -0.7837475125         4.068982536        0.4739424226
     306.3792500         1.100373768       -0.7990948818         4.062368618        0.4951879932
     306.4650000         1.111400288       -0.8146770728         4.055453745        0.5168045463
     306.5507500         1.122656099       -0.8306014789         4.048229513        0.5391453799
     306.6365000         1.134145804       -0.8467323380         4.040688717        0.5616755469
     306.7222500         1.145873088       -0.8630679467         4.032827980        0.5843647576
     306.8080000         1.157843069       -0.8798151195         4.024639385        0.6078991775
     306.8937500         1.170062508       -0.8970018780         4.016110018        0.6323129968
     306.9795000         1.182537029       -0.9144296824         4.007231703        0.6568745809
     307.0652500         1.195273004       -0.9324019808         3.997994472        0.6825671162
     307.1510000         1.208279433       -0.9509913456         3.988380428        0.7095482578
     307.2367500         1.221564192       -0.9699567294         3.978376587        0.7369388629
     307.3225000         1.235134973       -0.9895113017         3.967971673        0.7653624935
     307.4082500         1.249002175        -1.009829349         3.957146829        0.7952817474
     307.4940000         1.263178283        -1.031033601         3.945878047        0.8269653871
     307.5797500         1.277678302        -1.053360174         3.934135239        0.8610059705
     307.6655000         1.292520100        -1.076981301         3.921881612        0.8977583993
     307.7512500         1.307722342        -1.101834700         3.909080419        0.9368451448
     307.8370000         1.323299228        -1.127339848         3.895710683        0.9763738888
     307.9227500         1.339263767        -1.153915218         3.881756872         1.017453763
     308.0085000         1.355634770        -1.181977078         3.867188480         1.061117318
     308.0942500         1.372433642        -1.211483028         3.851970038         1.107038395
     308.1800000         1.389681960        -1.242508264         3.836068288         1.155228618
     308.2225000         1.398403492        -1.258407260         3.827925192         1.179781781
     308.2650000         1.407243303        -1.274698590         3.819603303         1.204871014
     308.3075000         1.416203007        -1.291042945         3.811101997         1.229562068
     308.3500000         1.425284994        -1.308005658         3.802418648         1.255363317
     308.3925000         1.434491804        -1.325065466         3.793550327         1.280859286
     308.4350000         1.443826027        -1.342760635         3.784494120         1.307460943
     308.4775000         1.453290048        -1.360496573         3.775247733         1.333585660
     308.5200000         1.462885474        -1.378649411         3.765811008         1.360208099
     308.5625000         1.472615537        -1.397310786         3.756179656         1.387539121
     308.6050000         1.482481976        -1.415966250         3.746353312         1.414254041
     308.6475000         1.492485955        -1.434972064         3.736333101         1.441256805
     308.6900000         1.502628671        -1.453983035         3.726120046         1.467679181
     308.7325000         1.512912870        -1.473792012         3.715711350         1.495481271
     308.7750000         1.523341222        -1.493586741         3.705104451         1.522644992
     308.8175000         1.533913823        -1.513454156         3.694303106         1.549396539
     308.8600000         1.544631475        -1.533512598         3.683309266         1.576029758
     308.9025000         1.555494390        -1.553481076         3.672126197         1.601884912
     308.9450000         1.566503773        -1.573928153         3.660754742         1.628315887
     308.9875000         1.577660757        -1.594269397         3.649195821         1.653956314
     309.0300000         1.588965707        -1.614877371         3.637452084         1.679686546
     309.0725000         1.600419012        -1.635390771         3.625525983         1.704691140
     309.1150000         1.612019711        -1.655794229         3.613422891         1.728963334
     309.1575000         1.623767130        -1.676189579         3.601147326         1.752759320
     309.2000000         1.635660253        -1.696383608         3.588704345         1.775677726
     309.2425000         1.647698341        -1.716652966         3.576098184         1.798356715
     309.2850000         1.659880378        -1.736646878         3.563333453         1.820061989
     309.3275000         1.672203944        -1.756324111         3.550417525         1.840748054
     309.3700000         1.684666450        -1.775681990         3.537357818         1.860453850
     309.4125000         1.697265185        -1.794692576         3.524161672         1.879166325
     309.4550000         1.709996822        -1.813212548         3.510837367         1.896636346
     309.4975000         1.722857944        -1.831362843         3.497393008         1.913165187
     309.5400000         1.735843152        -1.848462830         3.483840324         1.927429377
     309.5825000         1.748946906        -1.865155991         3.470190886         1.940792679
     309.6250000         1.762164771        -1.881110618         3.456453598         1.952651141
     309.6675000         1.775491518        -1.896436482         3.442638514         1.963281091
     309.7100000         1.788922544        -1.911200763         3.428754047         1.972870366
     309.7525000         1.802448473        -1.923977288         3.414817371         1.978747945
     309.7950000         1.816059922        -1.936191251         3.400845135         1.983717384
     309.8375000         1.829750701        -1.947315971         3.386847385         1.986848640
     309.8800000         1.843514800        -1.957929526         3.372833429         1.989274090
     310.0170732         1.888279961        -1.982374586         3.327722644         1.981454810
     310.1541463         1.933443148        -1.997076419         3.282986469         1.960505030
     310.2912195         1.978723023        -1.997362744         3.239002103         1.919970960
     310.4282927         2.023855669        -1.989258205         3.196087441         1.871137178
     310.5653659         2.068649036        -1.972787549         3.154423184         1.814608900
     310.7024390         2.112927835        -1.949216162         3.114154144         1.752749331
     310.8395122         2.156558148        -1.920789933         3.075357281         1.689059943
     310.9765854         2.199449558        -1.888999293         3.038045614         1.625633994
     311.1136585         2.241522040        -1.853199155         3.002219015         1.561531671
     311.2507317         2.282703705        -1.814716296         2.967868824         1.498425174
     311.3878049         2.322933209        -1.773113808         2.934975322         1.435635275
     311.5248780         2.362149832        -1.728863105         2.903521046         1.373644128
     311.6619512         2.400300242        -1.682130828         2.873482202         1.312549819
     311.7990244         2.437333600        -1.632959951         2.844834967         1.252275117
     311.9360976         2.473202565        -1.581612370         2.817554492         1.193007122
     312.0731707         2.507860183        -1.527853534         2.791618422         1.134357095
     312.2102439         2.541257365        -1.471724264         2.767009637         1.076262397
     312.3473171         2.573347788        -1.413431337         2.743710639         1.018837644
     312.4843902         2.604089546        -1.353165775         2.721701952        0.9621656086
     312.6214634         2.633444077        -1.291040992         2.700963507        0.9062364167
     312.7585366         2.661374017        -1.227056915         2.681477010        0.8509199377
     312.8956098         2.687842276        -1.161246139         2.663226815        0.7961263310
     313.0326829         2.712813560        -1.093747516         2.646198342        0.7418671986
     313.1697561         2.736255682        -1.024713783         2.630376884        0.6881606694
     313.3068293         2.758140137       -0.9543376420         2.615747135        0.6350608998
     313.4439024         2.778440579       -0.8826358758         2.602294723        0.5824474522
     313.5809756         2.797131993       -0.8097284209         2.590007042        0.5302984683
     313.7180488         2.814190128       -0.7355811807         2.578873711        0.4784517947
     313.8551220         2.829591079       -0.6602783332         2.568886930        0.4268520908
     313.9921951         2.843312527       -0.5838984410         2.560040351        0.3754399041
     314.1292683         2.855333665       -0.5065206256         2.552329115        0.3241555269
     314.2663415         2.865635743       -0.4282736822         2.545749407        0.2729803699
     314.4034146         2.874202762       -0.3493005959         2.540297857        0.2219084049
     314.5404878         2.881021503       -0.2697336987         2.535971552        0.1709203949
     314.6775610         2.886081439       -0.1897091223         2.532768178        0.1199970427
     314.8146341         2.889374959       -0.1093795475         2.530685830        0.6913658895E-01
     314.9517073         2.890897291       -0.2887504950E-01     2.529723085        0.1831294544E-01
     315.0887805         2.890646105        0.5168756580E-01     2.529879404       -0.3251217607E-01
     315.2258537         2.888621669        0.1321641379         2.531154976       -0.8335072944E-01
     315.3629268         2.884827181        0.2124074357         2.533550433       -0.1342149879
     315.5000000         2.879268264        0.2923195565         2.537067297       -0.1851575519
     315.5000000         2.879268264        0.2923195565         2.537067297       -0.1851575519
     315.6184615         2.873048989        0.3609861506         2.541011711       -0.2292385379
     315.7369231         2.865525223        0.4291896339         2.545796842       -0.2733801859
     315.8553846         2.856705725        0.4968452850         2.551424525       -0.3175951522
     315.9738462         2.846600676        0.5638732266         2.557896956       -0.3618983384
     316.0923077         2.835221893        0.6301673073         2.565216492       -0.4062813094
     316.2107692         2.822582454        0.6956873949         2.573385976       -0.4507934284
     316.3292308         2.808696180        0.7603822332         2.582409182       -0.4954721137
     316.4476923         2.793577942        0.8241799700         2.592290527       -0.5403372307
     316.5661538         2.777243326        0.8870655632         2.603035402       -0.5854603634
     316.6846154         2.759707948        0.9490387688         2.614650784       -0.6309252416
     316.8030769         2.740988032         1.010025650         2.627144721       -0.6767493241
     316.9215385         2.721100570         1.070008940         2.640526221       -0.7230041478
     317.0400000         2.700063347         1.128913543         2.654805217       -0.7697034411
     317.1584615         2.677896081         1.186603907         2.669991441       -0.8168007089
     317.2769231         2.654620554         1.242991871         2.686094258       -0.8642923785
     317.3953846         2.630260049         1.298002558         2.703123165       -0.9121840341
     317.5138462         2.604838649         1.351621361         2.721088443       -0.9605404064
     317.6323077         2.578380494         1.403851793         2.740001955        -1.009449300
     317.7507692         2.550910319         1.454625251         2.759876637        -1.058922319
     317.8692308         2.522454409         1.503846094         2.780725455        -1.108938034
     317.9876923         2.493041804         1.551322233         2.802559994        -1.159361569
     318.1061538         2.462703927         1.596998235         2.825390729        -1.210200520
     318.2246154         2.431472097         1.640941522         2.849229750        -1.261603537
     318.3430769         2.399375936         1.683262879         2.874092702        -1.313778176
     318.4615385         2.366445783         1.723781598         2.899996077        -1.366590626
     318.5800000         2.332714532         1.762419878         2.926955101        -1.420031827
     318.6984615         2.298216907         1.799074183         2.954984429        -1.474040487
     318.8169231         2.262993197         1.833286045         2.984093222        -1.528098838
     318.9353846         2.227081718         1.865728766         3.014294872        -1.583161408
     319.0538462         2.190519615         1.895872268         3.045606117        -1.638606222
     319.1723077         2.153356268         1.923018390         3.078029245        -1.693571893
     319.2907692         2.115644327         1.947558912         3.111563349        -1.748607338
     319.4092308         2.077445573         1.968214822         3.146194956        -1.801882755
     319.5276923         2.038836534         1.984817632         3.181889697        -1.853138812
     319.6461538         1.999904241         1.996554493         3.218596932        -1.901036928
     319.7646154         1.960789681         1.998861360         3.256176791        -1.937872993
     319.8830769         1.921665453         1.993190394         3.294428004        -1.965279226
     320.0015385         1.882688699         1.979844653         3.333161088        -1.983012819
     320.1200000         1.844019523         1.958387855         3.372165860        -1.989396448
     320.1625000         1.830252186         1.947772885         3.386180702        -1.986973814
     320.2050000         1.816558178         1.936646614         3.400179357        -1.983845497
     320.2475000         1.802943512         1.924430792         3.414152522        -1.978879316
     320.2900000         1.789414379         1.911652248         3.428090149        -1.973005135
     320.3325000         1.775980165         1.896885386         3.441975593        -1.963419917
     320.3750000         1.762650247         1.881556777         3.455791685        -1.952794174
     320.4175000         1.749429233         1.865599232         3.469530010        -1.940940117
     320.4600000         1.736322349         1.848902953         3.483180517        -1.927581477
     320.5025000         1.723334034         1.831799742         3.496734304        -1.913322095
     320.5450000         1.710469830         1.813645930         3.510179801        -1.896798442
     320.5875000         1.697735135         1.795122340         3.523505281        -1.879333748
     320.6300000         1.685133368         1.776107997         3.536702641        -1.860626780
     320.6725000         1.672667858         1.756746261         3.549763600        -1.840926625
     320.7150000         1.660341316         1.737065080         3.562680820        -1.820246329
     320.7575000         1.648156333         1.717067130         3.575446884        -1.798546960
     320.8000000         1.636115326         1.696793655         3.588054420        -1.775874001
     320.8425000         1.624219314         1.676595527         3.600498818        -1.752961616
     320.8850000         1.612469038         1.656196019         3.612775842        -1.729171754
     320.9275000         1.600865510         1.635788396         3.624880436        -1.704905710
     320.9700000         1.589409408         1.615270796         3.636808082        -1.679907335
     321.0125000         1.578101690         1.594658590         3.648553407        -1.654183392
     321.0550000         1.566941970         1.574313186         3.660113960        -1.628549182
     321.0975000         1.555929881         1.553861918         3.671487090        -1.602124507
     321.1400000         1.545064290         1.533889389         3.682671876        -1.576275520
     321.1825000         1.534343993         1.513826868         3.693667477        -1.549648548
     321.2250000         1.523768776         1.493955424         3.704470626        -1.522903210
     321.2675000         1.513337838         1.474156683         3.715079370        -1.495745710
     321.3100000         1.503051082         1.454343683         3.725489956        -1.467949882
     321.3525000         1.492905838         1.435328907         3.735704940        -1.441533473
     321.3950000         1.482899359         1.416319284         3.745727123        -1.414536710
     321.4375000         1.473030449         1.397660115         3.755555479        -1.387827710
     321.4800000         1.463297942         1.378995041         3.765188883        -1.360502683
     321.5225000         1.453700098         1.360838661         3.774627700        -1.333886110
     321.5650000         1.444233686         1.343099312         3.783876219        -1.307767165
     321.6075000         1.434897098         1.325400745         3.792934597        -1.281171321
     321.6500000         1.425687946         1.308337719         3.801805127        -1.255680944
     321.6925000         1.416603643         1.291371801         3.810490721        -1.229885253
     321.7350000         1.407641646         1.275024401         3.818994310        -1.205199494
     321.7775000         1.398799564         1.258730020         3.827318517        -1.180115523
     321.8200000         1.390075785         1.242828069         3.835463964        -1.155567456
     321.9057500         1.372822997         1.211797161         3.851370560        -1.107387142
     321.9915000         1.356019740         1.182286003         3.866593976        -1.061475550
     322.0772500         1.339644429         1.154219337         3.881167463        -1.017820955
     322.1630000         1.323675652         1.127639558         3.895126482       -0.9767494244
     322.2487500         1.308094596         1.102130297         3.908501531       -0.9372286248
     322.3345000         1.292888245         1.077273030         3.921308140       -0.8981497953
     322.4202500         1.278042397         1.053648435         3.933567282       -0.8614049613
     322.5060000         1.263538380         1.031318778         3.945315699       -0.8273715074
     322.5917500         1.249358320         1.010111721         3.956590175       -0.7956944232
     322.6775000         1.235487211        0.9897910693         3.967420792       -0.7657812024
     322.7632500         1.221912563        0.9702340861         3.977831552       -0.7373632123
     322.8490000         1.208623976        0.9512664714         3.987841305       -0.7099780408
     322.9347500         1.195613755        0.9326750002         3.997461328       -0.6830022334
     323.0205000         1.182874021        0.9147007693         4.006704600       -0.6573147554
     323.1062500         1.170395772        0.8972711764         4.015589015       -0.6327579464
     323.1920000         1.158172635        0.8800826916         4.024124539       -0.6083487661
     323.2777500         1.146198984        0.8633339305         4.032319344       -0.5848188243
     323.3635000         1.134468056        0.8469968730         4.040186343       -0.5621339740
     323.4492500         1.122974731        0.8308646352         4.047733452       -0.5396081022
     323.5350000         1.111715324        0.8149389074         4.054964047       -0.5172714471
     323.6207500         1.100685230        0.7993554871         4.061885331       -0.4956588801
     323.7065000         1.089879685        0.7840069441         4.068505704       -0.4744171239
     323.7922500         1.079295322        0.7687999695         4.074828910       -0.4532234893
     323.8780000         1.068928562        0.7538626421         4.080859931       -0.4325884212
     323.9637500         1.058775822        0.7390717127         4.086604231       -0.4120768907
     324.0495000         1.048834607        0.7243935304         4.092063518       -0.3915769192
     324.1352500         1.039102721        0.7098217047         4.097238633       -0.3710769471
     324.2210000         1.029577314        0.6954613888         4.102133301       -0.3510175079
     324.3067500         1.020255207        0.6812603074         4.106752994       -0.3312201518
     324.3925000         1.011133597        0.6672178773         4.111102091       -0.3117076641
     324.4782500         1.002209702        0.6533352575         4.115185298       -0.2925103970
     324.5640000        0.9934807301        0.6396157515         4.119007761       -0.2736681011
     324.6497500        0.9849438394        0.6260670131         4.122575257       -0.2552395659
     324.7355000        0.9765967424        0.6126023763         4.125891648       -0.2368872766
     324.8212500        0.9684370695        0.5993231382         4.128961530       -0.2190617961
     324.9070000        0.9604616588        0.5862489578         4.131793271       -0.2018783711
     324.9927500        0.9526671791        0.5733886629         4.134396456       -0.1854082471
     325.0785000        0.9450502681        0.5607412969         4.136781302       -0.1696803870
     325.1642500        0.9376075818        0.5483083669         4.138958435       -0.1547331905
     325.2500000        0.9303360160        0.5360560006         4.140937888       -0.1404460297
     325.3687500        0.9205428700        0.5194152588         4.143372336       -0.1219229022
     325.4875000        0.9110629485        0.5032730610         4.145480285       -0.1054755532
     325.6062500        0.9018875344        0.4874626608         4.147294635       -0.9042833765E-01
     325.7250000        0.8930096073        0.4719753252         4.148841905       -0.7678167390E-01
     325.8437500        0.8844218942        0.4568549351         4.150150816       -0.6478484158E-01
     325.9625000        0.8761169519        0.4420836010         4.151251955       -0.5440202802E-01
     326.0812500        0.8680879562        0.4276195025         4.152173995       -0.4547204185E-01
     326.2000000        0.8603291532        0.4133953634         4.152941283       -0.3769696101E-01
     326.3187500        0.8528352943        0.3994298674         4.153576344       -0.3118444676E-01
     326.4375000        0.8456010974        0.3857137021         4.154102437       -0.2591308319E-01
     326.5562500        0.8386227052        0.3721073349         4.154536306       -0.2120266257E-01
     326.6750000        0.8318975493        0.3586149412         4.154888549       -0.1707002687E-01
     326.7937500        0.8254226683        0.3452791205         4.155171943       -0.1373785854E-01
     326.9125000        0.8191957429        0.3319916432         4.155396295       -0.1066362560E-01
     327.0312500        0.8132153624        0.3187653831         4.155566916       -0.7902432240E-02
     327.1500000        0.8074796983        0.3056361349         4.155691317       -0.5640119357E-02
     327.2687500        0.8019872124        0.2925395668         4.155775702       -0.3550059820E-02
     327.3875000        0.7967368402        0.2794910738         4.155823918       -0.1703136763E-02
     327.5062500        0.7917271953        0.2665129156         4.155841530       -0.2163372612E-03
     327.6250000        0.7869566827        0.2536079344         4.155835359        0.8891827306E-03
     327.7437500        0.7824242452        0.2407169617         4.155809534        0.1927325944E-02
     327.8625000        0.7781291736        0.2278631886         4.155766405        0.2777935416E-02
     327.9812500        0.7740704312        0.2150610254         4.155710157        0.3360245761E-02
     328.1000000        0.7702472020        0.2022738432         4.155643924        0.3869549226E-02
     328.2187500        0.7666588885        0.1895160718         4.155569735        0.4230751630E-02
     328.3375000        0.7633047201        0.1767938261         4.155490631        0.4408221038E-02
     328.4562500        0.7601838895        0.1641065125         4.155409977        0.4401880309E-02
     328.5750000        0.7572959320        0.1514188266         4.155329354        0.4406643217E-02
     328.6937500        0.7546405041        0.1387541803         4.155249737        0.4293494326E-02
     328.8125000        0.7522170673        0.1261118286         4.155173270        0.4063822600E-02
     328.9312500        0.7500252639        0.1134741024         4.155101188        0.3815436032E-02
     329.0500000        0.7480648362        0.1008489727         4.155034233        0.3504463138E-02
     329.1687500        0.7463354533        0.8823770078E-01     4.154973629        0.3121790480E-02
     329.2875000        0.7448368745        0.7563040008E-01     4.154920192        0.2721433990E-02
     329.4062500        0.7435689270        0.6303069609E-01     4.154874421        0.2284034721E-02
     329.5250000        0.7425314165        0.5043846860E-01     4.154837000        0.1808606830E-02
     329.6437500        0.7417241635        0.3785337318E-01     4.154808620        0.1295323634E-02
     329.7625000        0.7411470705        0.2526791934E-01     4.154789583        0.7869734545E-03
     329.8812500        0.7408000921        0.1268499773E-01     4.154779953        0.2663241158E-03
     330.0000000        0.7406831697        0.1043131540E-03     4.154779958       -0.2668325872E-03
     330.1187500        0.7407962775       -0.1247637126E-01     4.154789711       -0.7999782702E-03
     330.2375000        0.7411394411       -0.2505928987E-01     4.154809098       -0.1320608456E-02
     330.3562500        0.7417127192       -0.3764473784E-01     4.154837893       -0.1828931336E-02
     330.4750000        0.7425161570       -0.5022982714E-01     4.154876029       -0.2342164694E-02
     330.5937500        0.7435498518       -0.6282204550E-01     4.154923207       -0.2817534234E-02
     330.7125000        0.7448139831       -0.7542173723E-01     4.154978735       -0.3254866628E-02
     330.8312500        0.7463087450       -0.8802902269E-01     4.155041927       -0.3655146203E-02
